date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:57:38	23336/23336	---MC-	200	added ('OK')	text/html	etag:%221360088980000--591623919%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/event/AudioSamplesEvent.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/event/AudioSamplesEvent.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:39	9979/9979	---MC-	200	added ('OK')	text/html	etag:%221360088980000-444294572%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/demos/Balls.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/demos/Balls.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:39	22027/22027	---MC-	200	added ('OK')	text/html	etag:%221360088980000--1817542456%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/video/BgrConverter.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/video/BgrConverter.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:39	15357/15357	---MC-	200	added ('OK')	text/html	etag:%221360088980000-1710974137%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/demos/CaptureScreenToFile.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/demos/CaptureScreenToFile.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:39	18461/18461	---MC-	200	added ('OK')	text/html	etag:%221360088980000-1847933017%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/demos/CaptureScreenToFile.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/demos/CaptureScreenToFile.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:40	16744/16744	---MC-	200	added ('OK')	text/html	etag:%221360088980000-1119797419%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/event/CloseCoderEvent.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/event/CloseCoderEvent.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:40	14434/14434	---MC-	200	added ('OK')	text/html	etag:%221360088980000-1914176920%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/event/CloseEvent.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/event/CloseEvent.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:40	14968/14968	---MC-	200	added ('OK')	text/html	etag:%221360088980000--395444211%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/demos/ConcatenateAudioAndVideo.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/demos/ConcatenateAudioAndVideo.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:40	27461/27461	---MC-	200	added ('OK')	text/html	etag:%221360088980000-21097773%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/Configuration.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/Configuration.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:41	21494/21494	---MC-	200	added ('OK')	text/html	etag:%221360088980000-2004363075%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/Converter.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/Converter.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:41	44956/44956	---MC-	200	added ('OK')	text/html	etag:%221360088980000--1778562093%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/video/ConverterFactory.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/video/ConverterFactory.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:41	20193/20193	---MC-	200	added ('OK')	text/html	etag:%221360088980000--581378023%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/video/ConverterFactory.Type.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/video/ConverterFactory.Type.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:41	36221/36221	---MC-	200	added ('OK')	text/html	etag:%221360088980000-1841272913%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/io/DataInputOutputHandler.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/io/DataInputOutputHandler.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:42	21656/21656	---MC-	200	added ('OK')	text/html	etag:%221360088980000-1291079407%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/demos/DecodeAndCaptureFrames.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/demos/DecodeAndCaptureFrames.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:42	15243/15243	---MC-	200	added ('OK')	text/html	etag:%221360088980000--713732273%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/demos/DecodeAndCaptureFrames.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/demos/DecodeAndCaptureFrames.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:42	12982/12982	---MC-	200	added ('OK')	text/html	etag:%221360088980000--1862855207%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/demos/DecodeAndPlayAudio.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/demos/DecodeAndPlayAudio.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:42	12827/12827	---MC-	200	added ('OK')	text/html	etag:%221360088980000-497007161%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/demos/DecodeAndPlayAudio.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/demos/DecodeAndPlayAudio.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:42	16220/16220	---MC-	200	added ('OK')	text/html	etag:%221360088980000--107605163%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/demos/DecodeAndPlayAudioAndVideo.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/demos/DecodeAndPlayAudioAndVideo.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:43	13306/13306	---MC-	200	added ('OK')	text/html	etag:%221360088980000-1353040821%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/demos/DecodeAndPlayAudioAndVideo.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/demos/DecodeAndPlayAudioAndVideo.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:43	12957/12957	---MC-	200	added ('OK')	text/html	etag:%221360088980000--737201326%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/demos/DecodeAndPlayVideo.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/demos/DecodeAndPlayVideo.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:43	12894/12894	---MC-	200	added ('OK')	text/html	etag:%221360088980000-1624720306%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/demos/DecodeAndPlayVideo.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/demos/DecodeAndPlayVideo.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:43	14971/14971	---MC-	200	added ('OK')	text/html	etag:%221360088980000-965605330%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/demos/DisplayWebcamVideo.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/demos/DisplayWebcamVideo.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:44	13789/13789	---MC-	200	added ('OK')	text/html	etag:%221360088980000--967572430%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/demos/DisplayWebcamVideo.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/demos/DisplayWebcamVideo.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:44	12159/12159	---MC-	200	added ('OK')	text/html	etag:%221360088980000--345714805%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/ferry/Ferry.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/ferry/Ferry.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:44	17943/17943	---MC-	200	added ('OK')	text/html	etag:%221360088980000--1288277777%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/io/FfmpegIO.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/io/FfmpegIO.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:44	12209/12209	---MC-	200	added ('OK')	text/html	etag:%221360088980000-897154535%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/io/FfmpegIOHandle.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/io/FfmpegIOHandle.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:45	25264/25264	---MC-	200	added ('OK')	text/html	etag:%221360088980000-1291975074%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/io/FileProtocolHandler.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/io/FileProtocolHandler.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:45	15456/15456	---MC-	200	added ('OK')	text/html	etag:%221360088980000--537714684%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/io/FileProtocolHandlerFactory.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/io/FileProtocolHandlerFactory.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:45	14442/14442	---MC-	200	added ('OK')	text/html	etag:%221360088980000--716203132%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/event/FlushEvent.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/event/FlushEvent.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:45	12729/12729	---MC-	200	added ('OK')	text/html	etag:%221360088980000-223300701%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/demos/GenerateAudioAndVideo.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/demos/GenerateAudioAndVideo.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:45	12743/12743	---MC-	200	added ('OK')	text/html	etag:%221360088980000--1357030631%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/demos/GetContainerInfo.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/demos/GetContainerInfo.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:46	12639/12639	---MC-	200	added ('OK')	text/html	etag:%221360088980000--2056476966%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/GetSupportedCodecs.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/GetSupportedCodecs.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:46	12653/12653	---MC-	200	added ('OK')	text/html	etag:%221360088980000--1839052724%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/GetSuppportedCodecs.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/GetSuppportedCodecs.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:46	32734/32734	---MC-	200	added ('OK')	text/html	etag:%221360088980000--26118260%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/Global.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/Global.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:46	16462/16462	---MC-	200	added ('OK')	text/html	etag:%221360088980000-1064637514%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/io/Helper.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/io/Helper.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:46	10204/10204	---MC-	200	added ('OK')	text/html	etag:%221360088980000--600910316%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/event/IAddStreamEvent.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/event/IAddStreamEvent.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:47	43099/43099	---MC-	200	added ('OK')	text/html	etag:%221360088980000-2145778491%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/IAudioResampler.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/IAudioResampler.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:47	49728/49728	---MC-	200	added ('OK')	text/html	etag:%221360088980000-1917774471%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/IAudioSamples.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/IAudioSamples.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:47	36438/36438	---MC-	200	added ('OK')	text/html	etag:%221360088980000-128651942%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/IAudioSamples.ChannelLayout.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/IAudioSamples.ChannelLayout.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:48	20476/20476	---MC-	200	added ('OK')	text/html	etag:%221360088980000-1523198150%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/IAudioSamples.Format.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/IAudioSamples.Format.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:48	14811/14811	---MC-	200	added ('OK')	text/html	etag:%221360088980000--1265941252%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/event/IAudioSamplesEvent.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/event/IAudioSamplesEvent.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:48	22344/22344	---MC-	200	added ('OK')	text/html	etag:%221360088980000--111500274%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/ferry/IBuffer.Type.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/ferry/IBuffer.Type.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:48	89856/89856	---MC-	200	added ('OK')	text/html	etag:%221360088980000-1087453786%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/ferry/IBuffer.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/ferry/IBuffer.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:48	10235/10235	---MC-	200	added ('OK')	text/html	etag:%221360088980000--337939210%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/event/ICloseCoderEvent.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/event/ICloseCoderEvent.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:49	9124/9124	---MC-	200	added ('OK')	text/html	etag:%221360088980000-62213677%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/event/ICloseEvent.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/mediatool/event/ICloseEvent.html	(from http://www.xuggle.com/public/documentation/java/api/)
14:57:49	22000/22000	---MC-	200	added ('OK')	text/html	etag:%221360088980000-409369866%22	http://www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/ICodec.Capabilities.html	C:/AAATransfer/XuggleAPI/xugglerAPIdocs/www.xuggle.com/public/documentation/java/api/com/xuggle/xuggler/ICodec.Capabilities.html	(from http://www.xuggle.com/public/documentation/java/api/)
